"Tipo de Registro","Tipo de Comprobante","Número de Comprobante","Código comprob AFIP","Fecha comprobante","CUIT Cliente","Código de Cliente","Importe Neto Gravado","Importe Exento / no gravado","Importe Iva","Importe RG3337","Importe Ing. Bru.","Importe Impuestos Internos","Importe Total","Tipo Cód. AFIP","Autorizacion AFIP","Venc. Autoriz AFIP","CUIT facturador",Sucursal,"Cantidad de Unidades","Cantidad de Lineas","Tipo de Comprobante","Número de Comprobante","Código de Sección",Alimento,"Código Producto",CodBarra,Alfabeta,"Descripción del Producto","Alicuota de IVA %",Cantidad,"Precio Unitario","Precio Publico","Numero Pedido",Concepto,"Base imponible","Alicuota %","Importe retenido",Provincia,"Territorio impositivo"
C,FAC,A041802084847,01,11022025,30-70882226-0,00107095,000003651374.46,000000000000.00,000000766788.64,000000109541.23,000000027385.31,000000000000.00,000004555089.64,C.A.E.A.,35041254521287,11022025,30-51696843-1,11,001798,000013
D,FAC,A041802084847,01,11022025,30-70882226-0,00107095,000003651374.46,000000000000.00,000000766788.64,000000109541.23,000000027385.31,000000000000.00,000004555089.64,C.A.E.A.,35041254521287,11022025,30-51696843-1,11,001798,000013,FAC,A041802084847,NM,N,0008132073,7791293050966,0000000000,,21.00,000096,00000536.7665,00000977.0900,000014650225
D,FAC,A041802084847,01,11022025,30-70882226-0,00107095,000003651374.46,000000000000.00,000000766788.64,000000109541.23,000000027385.31,000000000000.00,000004555089.64,C.A.E.A.,35041254521287,11022025,30-51696843-1,11,001798,000013,FAC,A041802084847,NM,N,0008008268,7791293048482,0000000000,,21.00,000060,00002005.4390,00004283.0200,000014650225
D,FAC,A041802084847,01,11022025,30-70882226-0,00107095,000003651374.46,000000000000.00,000000766788.64,000000109541.23,000000027385.31,000000000000.00,000004555089.64,C.A.E.A.,35041254521287,11022025,30-51696843-1,11,001798,000013,FAC,A041802084847,NM,N,0008036269,7791293048499,0000000000,,21.00,000148,00002005.4390,00004283.0200,000014650225
D,FAC,A041802084847,01,11022025,30-70882226-0,00107095,000003651374.46,000000000000.00,000000766788.64,000000109541.23,000000027385.31,000000000000.00,000004555089.64,C.A.E.A.,35041254521287,11022025,30-51696843-1,11,001798,000013,FAC,A041802084847,NM,N,0008000319,7791293048475,0000000000,,21.00,000060,00002005.4390,00004283.0200,000014650225
D,FAC,A041802084847,01,11022025,30-70882226-0,00107095,000003651374.46,000000000000.00,000000766788.64,000000109541.23,000000027385.31,000000000000.00,000004555089.64,C.A.E.A.,35041254521287,11022025,30-51696843-1,11,001798,000013,FAC,A041802084847,NM,N,0008003955,7791293048529,0000000000,,21.00,000160,00002005.4390,00004283.0200,000014650225
D,FAC,A041802084847,01,11022025,30-70882226-0,00107095,000003651374.46,000000000000.00,000000766788.64,000000109541.23,000000027385.31,000000000000.00,000004555089.64,C.A.E.A.,35041254521287,11022025,30-51696843-1,11,001798,000013,FAC,A041802084847,NM,N,0008118944,7791293048536,0000000000,,21.00,000280,00002785.3310,00005948.4900,000014650225
D,FAC,A041802084847,01,11022025,30-70882226-0,00107095,000003651374.46,000000000000.00,000000766788.64,000000109541.23,000000027385.31,000000000000.00,000004555089.64,C.A.E.A.,35041254521287,11022025,30-51696843-1,11,001798,000013,FAC,A041802084847,NM,N,0008000318,7791293048468,0000000000,,21.00,000802,00002005.5325,00004283.0200,000014650225
D,FAC,A041802084847,01,11022025,30-70882226-0,00107095,000003651374.46,000000000000.00,000000766788.64,000000109541.23,000000027385.31,000000000000.00,000004555089.64,C.A.E.A.,35041254521287,11022025,30-51696843-1,11,001798,000013,FAC,A041802084847,NM,N,0008027286,7891150035874,0000000000,,21.00,000012,00001759.5085,00003645.4300,000014650225
D,FAC,A041802084847,01,11022025,30-70882226-0,00107095,000003651374.46,000000000000.00,000000766788.64,000000109541.23,000000027385.31,000000000000.00,000004555089.64,C.A.E.A.,35041254521287,11022025,30-51696843-1,11,001798,000013,FAC,A041802084847,NM,N,0008027285,7891150025981,0000000000,,21.00,000012,00002510.3815,00005201.1300,000014650225
D,FAC,A041802084847,01,11022025,30-70882226-0,00107095,000003651374.46,000000000000.00,000000766788.64,000000109541.23,000000027385.31,000000000000.00,000004555089.64,C.A.E.A.,35041254521287,11022025,30-51696843-1,11,001798,000013,FAC,A041802084847,NM,N,0008027287,7891150035881,0000000000,,21.00,000012,00001759.5085,00003645.4300,000014650225
D,FAC,A041802084847,01,11022025,30-70882226-0,00107095,000003651374.46,000000000000.00,000000766788.64,000000109541.23,000000027385.31,000000000000.00,000004555089.64,C.A.E.A.,35041254521287,11022025,30-51696843-1,11,001798,000013,FAC,A041802084847,NM,N,0008021045,7791293049458,0000000000,,21.00,000036,00001932.3305,00003602.4100,000014650225
D,FAC,A041802084847,01,11022025,30-70882226-0,00107095,000003651374.46,000000000000.00,000000766788.64,000000109541.23,000000027385.31,000000000000.00,000004555089.64,C.A.E.A.,35041254521287,11022025,30-51696843-1,11,001798,000013,FAC,A041802084847,NM,N,0008118957,7791293049595,0000000000,,21.00,000072,00002576.4690,00004803.2000,000014650225
D,FAC,A041802084847,01,11022025,30-70882226-0,00107095,000003651374.46,000000000000.00,000000766788.64,000000109541.23,000000027385.31,000000000000.00,000004555089.64,C.A.E.A.,35041254521287,11022025,30-51696843-1,11,001798,000013,FAC,A041802084847,NM,N,0008132075,7791293050980,0000000000,,21.00,000048,00000536.7665,00000977.0900,000014650225
I,FAC,A041802084847,01,11022025,30-70882226-0,00107095,000003651374.46,000000000000.00,000000766788.64,000000109541.23,000000027385.31,000000000000.00,000004555089.64,C.A.E.A.,35041254521287,11022025,30-51696843-1,11,001798,000013,,,,,,,,,,,,,,"PERCEPCION CBA                ",000003651374.46,000.75,0027385.31,"CORDOBA                       ",P
C,FAC,A041802090012,01,14022025,30-70882226-0,00107095,000001185956.91,000000000000.00,000000249050.95,000000035578.71,000000008894.68,000000000000.00,000001479481.25,C.A.E.A.,35041254521287,14022025,30-51696843-1,11,000048,000007
D,FAC,A041802090012,01,14022025,30-70882226-0,00107095,000001185956.91,000000000000.00,000000249050.95,000000035578.71,000000008894.68,000000000000.00,000001479481.25,C.A.E.A.,35041254521287,14022025,30-51696843-1,11,000048,000007,FAC,A041802090012,NM,N,0008042812,8710103860228,0000000000,,21.00,000001,00022187.3600,00034399.0000,000014660391
D,FAC,A041802090012,01,14022025,30-70882226-0,00107095,000001185956.91,000000000000.00,000000249050.95,000000035578.71,000000008894.68,000000000000.00,000001479481.25,C.A.E.A.,35041254521287,14022025,30-51696843-1,11,000048,000007,FAC,A041802090012,NM,N,0008042811,8710103940760,0000000000,,21.00,000006,00031797.8500,00049299.0000,000014660391
D,FAC,A041802090012,01,14022025,30-70882226-0,00107095,000001185956.91,000000000000.00,000000249050.95,000000035578.71,000000008894.68,000000000000.00,000001479481.25,C.A.E.A.,35041254521287,14022025,30-51696843-1,11,000048,000007,FAC,A041802090012,NM,N,0008127014,8720689012850,0000000000,,21.00,000015,00027089.3200,00041998.9500,000014660391
D,FAC,A041802090012,01,14022025,30-70882226-0,00107095,000001185956.91,000000000000.00,000000249050.95,000000035578.71,000000008894.68,000000000000.00,000001479481.25,C.A.E.A.,35041254521287,14022025,30-51696843-1,11,000048,000007,FAC,A041802090012,NM,N,0008127016,8720689013949,0000000000,,21.00,000003,00050567.3600,00078399.0000,000014660391
D,FAC,A041802090012,01,14022025,30-70882226-0,00107095,000001185956.91,000000000000.00,000000249050.95,000000035578.71,000000008894.68,000000000000.00,000001479481.25,C.A.E.A.,35041254521287,14022025,30-51696843-1,11,000048,000007,FAC,A041802090012,NM,N,0008042810,8720689016087,0000000000,,21.00,000010,00017081.2500,00028999.0000,000014660391
D,FAC,A041802090012,01,14022025,30-70882226-0,00107095,000001185956.91,000000000000.00,000000249050.95,000000035578.71,000000008894.68,000000000000.00,000001479481.25,C.A.E.A.,35041254521287,14022025,30-51696843-1,11,000048,000007,FAC,A041802090012,NM,N,0008109556,8710103900016,0000000000,,21.00,000008,00021970.1900,00037299.0000,000014660391
D,FAC,A041802090012,01,14022025,30-70882226-0,00107095,000001185956.91,000000000000.00,000000249050.95,000000035578.71,000000008894.68,000000000000.00,000001479481.25,C.A.E.A.,35041254521287,14022025,30-51696843-1,11,000048,000007,FAC,A041802090012,NM,N,0008114514,8710103932567,0000000000,,21.00,000005,00013673.3100,00021198.9400,000014660391
I,FAC,A041802090012,01,14022025,30-70882226-0,00107095,000001185956.91,000000000000.00,000000249050.95,000000035578.71,000000008894.68,000000000000.00,000001479481.25,C.A.E.A.,35041254521287,14022025,30-51696843-1,11,000048,000007,,,,,,,,,,,,,,"PERCEPCION CBA                ",000001185956.91,000.75,0008894.68,"CORDOBA                       ",P
