TIPO LINEA;TIPO;LETRA;NUMERO FORMATEADO;FECHA;CAEA NRO;CAEA VTO;COD CLIENTE;CUIT;RAZON SOCIAL;RESUMEN;TIPO PEDIDO;CODIGO BARRA;DESCRIPCION;PCIO VTA PUB;BASE EXCENTA+GRAVADO;IVA;OTROS IMPUESTOS;IMPORTE TOTAL;UNIDADES;LINEAS;CLASIF PRODUCTO;LABORATORIO;CONDICION IVA;PORC IVA;PCIO UNITARIO
Detalle;FC;A;1114-08133384;;;;;;;;;7796285291440;LEVAL 20MG COMPR. X1;1057654.95;678358.37;0;10175.38;688533.75;95;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;7140.61442
Detalle;FC;A;1114-08133384;;;;;;;;;7796285291440;LEVAL 20MG COMPR. X1;612326.55;392733.79;0;5891.01;398624.8;55;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;7140.61436
Cabecera;FC;A;1114-08133467;01/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;13;OFERTA TRANSFER ;;;;53024.1;0;795.36;53819.46;4;1;;;;;
Detalle;FC;A;1114-08133467;;;;;;;;;7796285050450;EGESTAN FOLICO 1MG COMPR. X60;82671.96;53024.1;0;795.36;53819.46;4;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;13256.025
Cabecera;FC;A;1114-08133470;01/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;13;OFERTA TRANSFER ;;;;179264.38;0;2688.97;181953.35;10;1;;;;;
Detalle;FC;A;1114-08133470;;;;;;;;;7795302180323;CRESTOR 10MG COMPR. X28;316991.9;179264.38;0;2688.97;181953.35;10;;Eticos;ASTRA ZENECA;Producto Exento;0;17926.438
Cabecera;FC;A;1114-08134332;01/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;13;OFERTA TRANSFER ;;;;5695671.11;28847.73;89556.16;5814075;190;11;;;;;
Detalle;FC;A;1114-08134332;;;;;;;;;7795337907551;TOTAL MAGNESIANO COM.RE X30;4529787.6;2811592.08;0;42173.88;2853765.96;120;;Eticos;GLOBALFARM (TEMIS-LOSTALO);Producto Exento;0;23429.934
Detalle;FC;A;1114-08134332;;;;;;;;;7795337900552;BRONCOLIUM 600MG COM.EF. X24;99072.68;64909.7;0;973.65;65883.35;4;;Eticos;GLOBALFARM (TEMIS-LOSTALO);Producto Exento;0;16227.425
Detalle;FC;A;1114-08134332;;;;;;;;;7795337907339;TOTAL MAGNESIANO SPORT COM.RE X30;128508.66;79763.99;0;1196.46;80960.45;6;;Eticos;GLOBALFARM (TEMIS-LOSTALO);Producto Exento;0;13293.99833
Detalle;FC;A;1114-08134332;;;;;;;;;7795337991031;FOSFOVITA COMPR. X30;93317.52;45790.04;9615.91;2060.55;57466.5;4;;Alimentos;GLOBALFARM (TEMIS-LOSTALO);Producto Gravado;21;11447.51
Detalle;FC;A;1114-08134332;;;;;;;;;7795337908046;EQUILIBRANE 20MG COMPR. X60;184758.12;123596.82;0;1853.95;125450.77;4;;Eticos;GLOBALFARM (TEMIS-LOSTALO);Producto Exento;0;30899.205
Detalle;FC;A;1114-08134332;;;;;;;;;7795337991031;FOSFOVITA COMPR. X30;186635.04;91580.08;19231.82;4121.1;114933;8;;Alimentos;GLOBALFARM (TEMIS-LOSTALO);Producto Gravado;21;11447.51
Detalle;FC;A;1114-08134332;;;;;;;;;7795337907889;EQUILIBRANE 20MG COMPR. X30;151885.74;101606.32;0;1524.09;103130.41;6;;Eticos;GLOBALFARM (TEMIS-LOSTALO);Producto Exento;0;16934.38667
Detalle;FC;A;1114-08134332;;;;;;;;;7795337907339;TOTAL MAGNESIANO SPORT COM.RE X30;514034.64;319055.98;0;4785.84;323841.82;24;;Eticos;GLOBALFARM (TEMIS-LOSTALO);Producto Exento;0;13293.99917
Detalle;FC;A;1114-08134332;;;;;;;;;7795337901306;FERINJECT FRA.AM X10ML;2172064.2;1423076.53;0;21346.15;1444422.68;6;;Eticos;GLOBALFARM (TEMIS-LOSTALO);Producto Exento;0;237179.42167
Detalle;FC;A;1114-08134332;;;;;;;;;7795337903737;FLORATIL 250MG CAPSU. X50;851516.75;557890.3;0;8368.35;566258.65;5;;Eticos;GLOBALFARM (TEMIS-LOSTALO);Producto Exento;0;111578.06
Detalle;FC;A;1114-08134332;;;;;;;;;7795337908640;FINDOL 4G SOBRES X30;117235.2;76809.27;0;1152.14;77961.41;3;;Eticos;GLOBALFARM (TEMIS-LOSTALO);Producto Exento;0;25603.09
Cabecera;FC;A;1114-08134367;01/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;13;OFERTA TRANSFER ;;;;3898493.23;0;58477.38;3956970.61;668;19;;;;;
Detalle;FC;A;1114-08134367;;;;;;;;;7798140255475;TAFIROLITO 80MG COM.MA. X20;100893.4;69581.6;0;1043.72;70625.32;20;;O. T. C.;GENOMMA (OTC);Producto Exento;0;3479.08
Detalle;FC;A;1114-08134367;;;;;;;;;7798140251781;PIECIDEX NF SPRAY X60ML;1788712.8;1162416.76;0;17436.25;1179853.01;120;;O. T. C.;GENOMMA (OTC);Producto Exento;0;9686.80633
Detalle;FC;A;1114-08134367;;;;;;;;;650240006647;BENGUE ULTRA GEL X35G;532830.8;234408.86;0;3516.13;237924.99;40;;O. T. C.;GENOMMA (OTC);Producto Exento;0;5860.2215
Detalle;FC;A;1114-08134367;;;;;;;;;650240006647;BENGUE ULTRA GEL X35G;26641.54;11720.44;0;175.81;11896.25;2;;O. T. C.;GENOMMA (OTC);Producto Exento;0;5860.22
Detalle;FC;A;1114-08134367;;;;;;;;;650240006647;BENGUE ULTRA GEL X35G;79924.62;35161.33;0;527.42;35688.75;6;;O. T. C.;GENOMMA (OTC);Producto Exento;0;5860.22167
Detalle;FC;A;1114-08134367;;;;;;;;;7798140256557;SEROCUTINA CREMA X40G;21250.38;7436.17;0;111.54;7547.71;2;;O. T. C.;GENOMMA (OTC);Producto Exento;0;3718.085
Detalle;FC;A;1114-08134367;;;;;;;;;7798140256557;SEROCUTINA CREMA X40G;361256.46;126414.89;0;1896.22;128311.11;34;;O. T. C.;GENOMMA (OTC);Producto Exento;0;3718.085
Detalle;FC;A;1114-08134367;;;;;;;;;7798140257073;LOMECAN FLUCO VL 150MG CAPSU. X1;1144501.2;400496.3;0;6007.44;406503.74;120;;O. T. C.;GENOMMA (OTC);Producto Exento;0;3337.46917
Detalle;FC;A;1114-08134367;;;;;;;;;7798420160383;IBU 400MG COMPR. X20;181690;63579;0;953.69;64532.69;50;;O. T. C.;GENOMMA (OTC);Producto Exento;0;1271.58
Detalle;FC;A;1114-08134367;;;;;;;;;7798140257066;TAFIROL FORTE 650MG COMPR. X70 FRASCO;619726;322172.24;0;4832.58;327004.82;50;;O. T. C.;GENOMMA (OTC);Producto Exento;0;6443.4448
Detalle;FC;A;1114-08134367;;;;;;;;;7798140252849;TAFIROLITO 160MG COM.MA. X20;349753.6;153867.6;0;2308.01;156175.61;40;;O. T. C.;GENOMMA (OTC);Producto Exento;0;3846.69
Detalle;FC;A;1114-08134367;;;;;;;;;7798140258889;PIECIDEX SEC RAPID EMULS. X20;442595.84;287626.14;0;4314.39;291940.53;32;;O. T. C.;GENOMMA (OTC);Producto Exento;0;8988.31688
Detalle;FC;A;1114-08134367;;;;;;;;;7798140257073;LOMECAN FLUCO VL 150MG CAPSU. X1;28612.53;10012.41;0;150.19;10162.6;3;;O. T. C.;GENOMMA (OTC);Producto Exento;0;3337.47
Detalle;FC;A;1114-08134367;;;;;;;;;7798140252849;TAFIROLITO 160MG COM.MA. X20;87438.4;38466.9;0;577;39043.9;10;;O. T. C.;GENOMMA (OTC);Producto Exento;0;3846.69
Detalle;FC;A;1114-08134367;;;;;;;;;7798140258605;BENGUE DESINFLAMANTE CREMA X150G;187586.4;82525.02;0;1237.88;83762.9;12;;O. T. C.;GENOMMA (OTC);Producto Exento;0;6877.085
Detalle;FC;A;1114-08134367;;;;;;;;;7798140251231;TAFIROLITO PEDIATRICO GOTAS X20ML;167432;97087.51;0;1456.31;98543.82;20;;O. T. C.;GENOMMA (OTC);Producto Exento;0;4854.3755
Detalle;FC;A;1114-08134367;;;;;;;;;7798140258605;BENGUE DESINFLAMANTE CREMA X150G;937932;412625.1;0;6189.38;418814.48;60;;O. T. C.;GENOMMA (OTC);Producto Exento;0;6877.085
Detalle;FC;A;1114-08134367;;;;;;;;;7798140257073;LOMECAN FLUCO VL 150MG CAPSU. X1;66762.57;23362.28;0;350.43;23712.71;7;;O. T. C.;GENOMMA (OTC);Producto Exento;0;3337.46857
Detalle;FC;A;1114-08134367;;;;;;;;;7798140258889;PIECIDEX SEC RAPID EMULS. X20;553244.8;359532.68;0;5392.99;364925.67;40;;O. T. C.;GENOMMA (OTC);Producto Exento;0;8988.317
Cabecera;FC;A;1114-08135206;03/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;143165.39;0;2147.48;145312.87;8;2;;;;;
Detalle;FC;A;1114-08135206;;;;;;;;;7798069050786;QUINOMED DX SOL.OFT. X5ML;225488.04;104012.21;0;1560.18;105572.39;6;;Eticos;FARMANET (BAUSCH & LOMB VC);Producto Exento;0;17335.36833
Detalle;FC;A;1114-08135206;;;;;;;;;7798069050809;VYZULTA SOL.OFT. X5ML;84880.16;39153.18;0;587.3;39740.48;2;;Eticos;FARMANET (BAUSCH & LOMB VC);Producto Exento;0;19576.59
Cabecera;FC;A;1114-08135526;03/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;87694.36;0;1315.42;89009.78;5;1;;;;;
Detalle;FC;A;1114-08135526;;;;;;;;;7798239770308;LEFLUAR COM.RE X30;158946.05;87694.36;0;1315.42;89009.78;5;;Eticos;DISPROFARMA SA (RONTAG);Producto Exento;0;17538.872
Cabecera;FC;A;1114-08135562;03/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;207411.64;0;3111.18;210522.82;18;4;;;;;
Detalle;FC;A;1114-08135562;;;;;;;;;7798069050076;RECUGEL GEL OF X10GR;70835.76;31753.96;0;476.31;32230.27;3;;Eticos;FARMANET (BAUSCH & LOMB VC);Producto Exento;0;10584.65333
Detalle;FC;A;1114-08135562;;;;;;;;;7798069050014;ARTELAC GOTAS.OFTAL. X10CC;71630.94;32110.42;0;481.66;32592.08;3;;Eticos;FARMANET (BAUSCH & LOMB VC);Producto Exento;0;10703.47333
Detalle;FC;A;1114-08135562;;;;;;;;;7798069050489;TIMED-D 0.5% SOL.OFT. X5ML;76896.16;34470.7;0;517.06;34987.76;2;;Eticos;FARMANET (BAUSCH & LOMB VC);Producto Exento;0;17235.35
Detalle;FC;A;1114-08135562;;;;;;;;;7798069050106;MURO-128 5% SOL.OFT. X15CC;243324.5;109076.56;0;1636.15;110712.71;10;;Eticos;FARMANET (BAUSCH & LOMB VC);Producto Exento;0;10907.656
Cabecera;FC;A;1114-08135602;03/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;104134.97;0;1562.02;105696.99;50;1;;;;;
Detalle;FC;A;1114-08135602;;;;;;;;;7798140257325;TAFIROL ESPASMO COM.RE X10;297587.5;104134.97;0;1562.02;105696.99;50;;O. T. C.;GENOMMA (OTC);Producto Exento;0;2082.6994
Cabecera;FC;A;1114-08135606;03/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;250970.13;0;3764.55;254734.68;14;1;;;;;
Detalle;FC;A;1114-08135606;;;;;;;;;7795302180323;CRESTOR 10MG COMPR. X28;443788.66;250970.13;0;3764.55;254734.68;14;;Eticos;ASTRA ZENECA;Producto Exento;0;17926.43786
Cabecera;FC;A;1114-08135639;03/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;88101.73;9022.09;2610.4;99734.22;15;2;;;;;
Detalle;FC;A;1114-08135639;;;;;;;;;7798024550566;ATOMO ARNICA + ALOE VERA GEL POMO X30G P/MASAJES;81932.1;42962.34;9022.09;1933.31;53917.74;10;;O. T. C.;ROFINA SACIF (GRAMON MILLET);Producto Gravado;21;4296.234
Detalle;FC;A;1114-08135639;;;;;;;;;7798024550863;ATOMO DESINFLAMANTE GELDIC FORTE GEL X50G;71143.6;45139.39;0;677.09;45816.48;5;;O. T. C.;ROFINA SACIF (GRAMON MILLET);Producto Exento;0;9027.878
Cabecera;FC;A;1114-08135726;03/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;691438;0;10371.57;701809.57;50;1;;;;;
Detalle;FC;A;1114-08135726;;;;;;;;;7795381012249;AMLOC 10MG TABLE. X20;1139301;691438;0;10371.57;701809.57;50;;Eticos;DISPROFARMA SA (ASPEN ARG);Producto Exento;0;13828.76
Cabecera;FC;A;1114-08135740;03/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;780117.58;0;11701.76;791819.34;52;6;;;;;
Detalle;FC;A;1114-08135740;;;;;;;;;7790375004460;FLOGOCOX 120MG COM.RE X7;47369.56;30381.87;0;455.73;30837.6;4;;Eticos;DISPROFARMA CC (BAGO);Producto Exento;0;7595.4675
Detalle;FC;A;1114-08135740;;;;;;;;;7790375268480;DIOXAFLEX PARCH. X2;88901.88;57019.86;0;855.3;57875.16;4;;Eticos;DISPROFARMA CC (BAGO);Producto Exento;0;14254.965
Detalle;FC;A;1114-08135740;;;;;;;;;7790375270452;ULCOZOL 20MG COM.RE X28;480028.6;307880.03;0;4618.2;312498.23;20;;Eticos;DISPROFARMA CC (BAGO);Producto Exento;0;15394.0015
Detalle;FC;A;1114-08135740;;;;;;;;;7790375002985;ULCOZOL SUSP.ORAL X70ML;130566.3;83742.69;0;1256.14;84998.83;6;;Eticos;DISPROFARMA CC (BAGO);Producto Exento;0;13957.115
Detalle;FC;A;1114-08135740;;;;;;;;;7790375002374;ULCOZOL 40MG CAPSU. X28;164790.96;105693.53;0;1585.4;107278.93;4;;Eticos;DISPROFARMA CC (BAGO);Producto Exento;0;26423.3825
Detalle;FC;A;1114-08135740;;;;;;;;;7790375002985;ULCOZOL SUSP.ORAL X70ML;304654.7;195399.6;0;2930.99;198330.59;14;;Eticos;DISPROFARMA CC (BAGO);Producto Exento;0;13957.11429
Cabecera;FC;A;1114-08136387;04/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;214955.1;0;3224.33;218179.43;40;2;;;;;
Detalle;FC;A;1114-08136387;;;;;;;;;7796285255008;FOTAMICIN SUSP.OFT. X5ML;332463.68;171964.08;0;2579.46;174543.54;32;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;5373.8775
Detalle;FC;A;1114-08136387;;;;;;;;;7796285255008;FOTAMICIN SUSP.OFT. X5ML;83115.92;42991.02;0;644.87;43635.89;8;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;5373.8775
Cabecera;FC;A;1114-08136388;04/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;134543.85;0;2018.16;136562.01;30;2;;;;;
Detalle;FC;A;1114-08136388;;;;;;;;;7795345009957;DECIDEX PLUS SOLUC. X60ML;139848.4;89695.9;0;1345.44;91041.34;20;;Eticos;ROFINA SACIF (ROEMMERS);Producto Exento;0;4484.795
Detalle;FC;A;1114-08136388;;;;;;;;;7795345009957;DECIDEX PLUS SOLUC. X60ML;69924.2;44847.95;0;672.72;45520.67;10;;Eticos;ROFINA SACIF (ROEMMERS);Producto Exento;0;4484.795
Cabecera;FC;A;1114-08136389;04/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;1741835.94;0;26127.54;1767963.48;240;3;;;;;
Detalle;FC;A;1114-08136389;;;;;;;;;7796285255091;PH LAGRIMAS SOL.OFT. X15ML;272403.4;159684.74;0;2395.27;162080.01;20;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;7984.237
Detalle;FC;A;1114-08136389;;;;;;;;;7796285255091;PH LAGRIMAS SOL.OFT. X15ML;2179227.2;1277477.92;0;19162.17;1296640.09;160;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;7984.237
Detalle;FC;A;1114-08136389;;;;;;;;;7796285255022;FOTEX SOL.OFT. X5ML;552219.6;304673.28;0;4570.1;309243.38;60;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;5077.888
Cabecera;FC;A;1114-08136390;04/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;474253.06;0;7113.8;481366.86;33;2;;;;;
Detalle;FC;A;1114-08136390;;;;;;;;;7796285255077;OLOPAT SOL.OFT. X5ML;889104.64;459881.76;0;6898.23;466779.99;32;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;14371.305
Detalle;FC;A;1114-08136390;;;;;;;;;7796285255077;OLOPAT SOL.OFT. X5ML;27784.52;14371.3;0;215.57;14586.87;1;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;14371.3
Cabecera;FC;A;1114-08136392;04/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;7719265.25;627422;205420.69;8552107.94;504;8;;;;;
Detalle;FC;A;1114-08136392;;;;;;;;;7796285275075;GATIMICIN FORTE SOL.OFT. X5ML;3096805.44;1922155.49;0;28832.33;1950987.82;96;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;20022.45302
Detalle;FC;A;1114-08136392;;;;;;;;;7796285277130;BERLOFEN 0.09% SOL.OFT. X5ML;44315.24;28117.24;0;421.76;28539;2;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;14058.62
Detalle;FC;A;1114-08136392;;;;;;;;;7796285275075;GATIMICIN FORTE SOL.OFT. X5ML;612909.41;380426.61;0;5706.4;386133.01;19;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;20022.45316
Detalle;FC;A;1114-08136392;;;;;;;;;7796285255015;FOTAMICIN UNGUE. X3.5G;818294.4;507907.12;0;7618.61;515525.73;55;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;9234.67491
Detalle;FC;A;1114-08136392;;;;;;;;;7796285255145;VISUCLAR SOL.OFT. X10ML;159383.16;93431.49;0;1401.47;94832.96;12;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;7785.9575
Detalle;FC;A;1114-08136392;;;;;;;;;7796285277130;BERLOFEN 0.09% SOL.OFT. X5ML;2836175.36;1799503.51;0;26992.55;1826496.06;128;;Eticos;DISPROFARMA CC (ELEA);Producto Exento;0;14058.62117
Detalle;FC;A;1114-08136392;;;;;;;;;7796285289386;HOLOMAGNESIO INTEGRAL POLVO X350G CITRUS FRESH;3272556;1678712.04;352529.53;75542.04;2106783.61;120;;Alimentos;DISPROFARMA CC (ELEA);Producto Gravado;21;13989.267
Detalle;FC;A;1114-08136392;;;;;;;;;7796285296285;INFILTREX ULTRA POLVO X300G SABOR LIMON;2469528;1309011.75;274892.47;58905.53;1642809.75;72;;Alimentos;DISPROFARMA CC (ELEA);Producto Gravado;21;18180.71875
Cabecera;FC;A;1114-08136393;04/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;86981.87;0;1304.72;88286.59;12;2;;;;;
Detalle;FC;A;1114-08136393;;;;;;;;;7798140250616;BENGUE SIN OLOR GEL X35G;116937.2;72484.89;0;1087.27;73572.16;10;;O. T. C.;GENOMMA (OTC);Producto Exento;0;7248.489
Detalle;FC;A;1114-08136393;;;;;;;;;7798140250616;BENGUE SIN OLOR GEL X35G;23387.44;14496.98;0;217.45;14714.43;2;;O. T. C.;GENOMMA (OTC);Producto Exento;0;7248.49
Cabecera;FC;A;1114-08136394;04/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;7369852.9;0;110547.8;7480400.7;250;6;;;;;
Detalle;FC;A;1114-08136394;;;;;;;;;7791171101315;TANSILOPROST 0.4MG CAPSU. X30;139982.19;89781.67;0;1346.73;91128.4;3;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;29927.22333
Detalle;FC;A;1114-08136394;;;;;;;;;7791171101315;TANSILOPROST 0.4MG CAPSU. X30;1259839.71;808035.03;0;12120.53;820155.56;27;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;29927.22333
Detalle;FC;A;1114-08136394;;;;;;;;;7791171000625;TANSILOPROST DUO CAPSU. X30;1173694.5;752783.24;0;11291.75;764074.99;18;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;41821.29111
Detalle;FC;A;1114-08136394;;;;;;;;;7791171101315;TANSILOPROST 0.4MG CAPSU. X30;5599287.6;3591266.8;0;53869;3645135.8;120;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;29927.22333
Detalle;FC;A;1114-08136394;;;;;;;;;7791171102060;CALMADOR 100MG GOTAS X20ML;1231260.5;789704.85;0;11845.57;801550.42;50;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;15794.097
Detalle;FC;A;1114-08136394;;;;;;;;;7791171000625;TANSILOPROST DUO CAPSU. X30;2086568;1338281.31;0;20074.22;1358355.53;32;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;41821.29094
Cabecera;FC;A;1114-08137970;05/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;231674.23;0;3475.11;235149.34;6;1;;;;;
Detalle;FC;A;1114-08137970;;;;;;;;;7795338000428;REAGIN VASCULAR COMPR. X30;361212.48;231674.23;0;3475.11;235149.34;6;;Eticos;BALIARDA S A ;Producto Exento;0;38612.37167
Cabecera;FC;A;1114-08137980;05/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;367665.73;0;5514.99;373180.72;50;2;;;;;
Detalle;FC;A;1114-08137980;;;;;;;;;7795347000297;LACTULON JARABE X120ML;401269.75;257366.01;0;3860.49;261226.5;35;;Eticos;LAZAR;Producto Exento;0;7353.31457
Detalle;FC;A;1114-08137980;;;;;;;;;7795347000297;LACTULON JARABE X120ML;171972.75;110299.72;0;1654.5;111954.22;15;;Eticos;LAZAR;Producto Exento;0;7353.31467
Cabecera;FC;A;1114-08138254;05/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;580129.07;0;8701.94;588831.01;10;2;;;;;
Detalle;FC;A;1114-08138254;;;;;;;;;7791909421883;SOTIL MET 50/850G COM.RE X60;180900.46;116025.81;0;1740.39;117766.2;2;;Eticos;FARMANET S A (CASASCO);Producto Exento;0;58012.905
Detalle;FC;A;1114-08138254;;;;;;;;;7791909421883;SOTIL MET 50/850G COM.RE X60;723601.84;464103.26;0;6961.55;471064.81;8;;Eticos;FARMANET S A (CASASCO);Producto Exento;0;58012.9075
Cabecera;FC;A;1114-08138260;05/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;1230263.34;0;18453.95;1248717.29;143;9;;;;;
Detalle;FC;A;1114-08138260;;;;;;;;;7791171000410;PISONO 10MG COM.RE X20;68591.82;43993.37;0;659.9;44653.27;2;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;21996.685
Detalle;FC;A;1114-08138260;;;;;;;;;7791171000212;NATROPAS 75MG COMPR. X100;223895.2;143601.82;0;2154.03;145755.85;16;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;8975.11375
Detalle;FC;A;1114-08138260;;;;;;;;;7791171001738;LUPAN POMADA X10 CANULAS;277084.24;177716.08;0;2665.74;180381.82;8;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;22214.51
Detalle;FC;A;1114-08138260;;;;;;;;;7791171000212;NATROPAS 75MG COMPR. X100;27986.9;17950.23;0;269.25;18219.48;2;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;8975.115
Detalle;FC;A;1114-08138260;;;;;;;;;7791171001738;LUPAN POMADA X10 CANULAS;484897.42;311003.14;0;4665.05;315668.19;14;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;22214.51
Detalle;FC;A;1114-08138260;;;;;;;;;7791171001530;LETONDAL COMPR. X10;278569.6;178668.62;0;2680.03;181348.65;40;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;4466.7155
Detalle;FC;A;1114-08138260;;;;;;;;;7791171001721;LUPAN POMADA X50G;217714.56;139637.57;0;2094.56;141732.13;8;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;17454.69625
Detalle;FC;A;1114-08138260;;;;;;;;;7791171001530;LETONDAL COMPR. X10;243748.4;156335.05;0;2345.03;158680.08;35;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;4466.71571
Detalle;FC;A;1114-08138260;;;;;;;;;7791171001271;REGULANE CB CAP.BL X10;95664.78;61357.46;0;920.36;62277.82;18;;Eticos;ROFINA SACIF (FINADIET);Producto Exento;0;3408.74778
Cabecera;FC;A;1114-08138261;05/04/2025;C.A.E.A. Nro.: 35135279779015;Fecha de Vencimiento: 15/04/2025;4793126;30-70882226-0;NUEVA VILLA SRL;14;OFERTA TRANSFER ;;;;2805752.13;19079.81;44811.97;2869643.91;138;16;;;;;
Detalle;FC;A;1114-08138261;;;;;;;;;7791763338389;CIRUELAX COM.RE X20;83950.15;47475.25;0;712.13;48187.38;5;;O. T. C.;RAYMOS - MEGALABS ARG;Producto Exento;0;9495.05
Detalle;FC;A;1114-08138261;;;;;;;;;7791763001894;ATIPINA 25MG COM.RE X30;1110863.76;712484.98;0;10687.27;723172.25;24;;Eticos;RAYMOS - MEGALABS ARG;Producto Exento;0;29686.87417
Detalle;FC;A;1114-08138261;;;;;;;;;7791763000071;VIROSUPRIL CREMA X5G;105766.32;67836.31;0;1017.54;68853.85;3;;Eticos;RAYMOS - MEGALABS ARG;Producto Exento;0;22612.10333
